Departamento,Municipio,Centro_Poblado,Latitud,Longitud,Tipo,Pregunta
CUNDINAMARCA,TENJO,CASCAJERA,"4,872150","-74,148190",9066,"¿Cómo se califica CASCAJERA; TENJO; CUNDINAMARCA; 4,872150; -74,148190 ; 9066; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
QUINDÍO,LA TEBAIDA,LA SILVIA,"4,449420","-75,816670",2253,"¿Cómo se califica LA SILVIA; LA TEBAIDA; QUINDÍO; 4,449420; -75,816670 ; 2253; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SAMPUÉS,PIEDRAS BLANCAS,"9,165940","-75,393030",12236,"¿Cómo se califica PIEDRAS BLANCAS; SAMPUÉS; SUCRE; 9,165940; -75,393030 ; 12236; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,REMEDIOS,SANTA ISABEL,"6,986960","-74,760690",8013,"¿Cómo se califica SANTA ISABEL; REMEDIOS; ANTIOQUIA; 6,986960; -74,760690 ; 8013; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAN PELAYO,SAN PELAYO,"8,968940","-75,834930",9167,"¿Cómo se califica SAN PELAYO; SAN PELAYO; CÓRDOBA; 8,968940; -75,834930 ; 9167; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO TRIUNFO,PUERTO PERALES NUEVO,"6,016490","-74,561840",5394,"¿Cómo se califica PUERTO PERALES NUEVO; PUERTO TRIUNFO; ANTIOQUIA; 6,016490; -74,561840 ; 5394; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,TENJO,TENJO,"4,865960","-74,141110",9119,"¿Cómo se califica TENJO; TENJO; CUNDINAMARCA; 4,865960; -74,141110 ; 9119; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,ZIPAQUIRÁ,EL CODITO,"5,049030","-73,961820",11961,"¿Cómo se califica EL CODITO; ZIPAQUIRÁ; CUNDINAMARCA; 5,049030; -73,961820 ; 11961; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,TENJO,GRATAMIRA,"4,832980","-74,134060",9191,"¿Cómo se califica GRATAMIRA; TENJO; CUNDINAMARCA; 4,832980; -74,134060 ; 9191; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SAMPUÉS,MATEO PÉREZ,"9,202210","-75,398480",12317,"¿Cómo se califica MATEO PÉREZ; SAMPUÉS; SUCRE; 9,202210; -75,398480 ; 12317; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SAN FRANCISCO,RÍO CLARO,"5,922900","-74,835890",4038,"¿Cómo se califica RÍO CLARO; SAN FRANCISCO; ANTIOQUIA; 5,922900; -74,835890 ; 4038; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,REMEDIOS,REMEDIOS,"7,048720","-74,706120",8132,"¿Cómo se califica REMEDIOS; REMEDIOS; ANTIOQUIA; 7,048720; -74,706120 ; 8132; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SINCELEJO,LA GALLERA,"9,247070","-75,411020",10355,"¿Cómo se califica LA GALLERA; SINCELEJO; SUCRE; 9,247070; -75,411020 ; 10355; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,COTORRA,CAIMÁN,"9,012710","-75,829740",9225,"¿Cómo se califica CAIMÁN; COTORRA; CÓRDOBA; 9,012710; -75,829740 ; 9225; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,SAN PEDRO,TODOS LOS SANTOS,"3,984730","-76,239200",968,"¿Cómo se califica TODOS LOS SANTOS; SAN PEDRO; VALLE DEL CAUCA; 3,984730; -76,239200 ; 968; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,ZIPAQUIRÁ,LA ESCUELA,"5,037130","-73,971860",11950,"¿Cómo se califica LA ESCUELA; ZIPAQUIRÁ; CUNDINAMARCA; 5,037130; -73,971860 ; 11950; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,TOCAIMA,LA SALADA,"4,435590","-74,680450",7473,"¿Cómo se califica LA SALADA; TOCAIMA; CUNDINAMARCA; 4,435590; -74,680450 ; 7473; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAN PELAYO,PELAYITO,"8,946540","-75,829300",9126,"¿Cómo se califica PELAYITO; SAN PELAYO; CÓRDOBA; 8,946540; -75,829300 ; 9126; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SAN LUIS,MONTELORO (LA JOSEFINA),"5,976150","-74,900990",3638,"¿Cómo se califica MONTELORO (LA JOSEFINA); SAN LUIS; ANTIOQUIA; 5,976150; -74,900990 ; 3638; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,MORROA,SABANAS DE CALI,"9,355190","-75,283940",12866,"¿Cómo se califica SABANAS DE CALI; MORROA; SUCRE; 9,355190; -75,283940 ; 12866; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,TOCANCIPÁ,EL PORVENIR,"4,996240","-73,927660",11822,"¿Cómo se califica EL PORVENIR; TOCANCIPÁ; CUNDINAMARCA; 4,996240; -73,927660 ; 11822; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,LOS BARRILES,"8,661910","-75,495410",11030,"¿Cómo se califica LOS BARRILES; SAHAGÚN; CÓRDOBA; 8,661910; -75,495410 ; 11030; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,TOCANCIPÁ,LA FUENTE,"5,015260","-73,945700",11852,"¿Cómo se califica LA FUENTE; TOCANCIPÁ; CUNDINAMARCA; 5,015260; -73,945700 ; 11852; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,ZIPAQUIRÁ,LOTEO SANTA ISABEL,"5,032840","-73,972880",11942,"¿Cómo se califica LOTEO SANTA ISABEL; ZIPAQUIRÁ; CUNDINAMARCA; 5,032840; -73,972880 ; 11942; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,TUBARÁ,PLAYAS DE EDRIMÁN,"10,856150","-75,061540",14865,"¿Cómo se califica PLAYAS DE EDRIMÁN; TUBARÁ; ATLÁNTICO; 10,856150; -75,061540 ; 14865; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SEGOVIA,PUERTO CALAVERA,"7,210660","-74,797970",8417,"¿Cómo se califica PUERTO CALAVERA; SEGOVIA; ANTIOQUIA; 7,210660; -74,797970 ; 8417; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SANTA ROSA DE OSOS,RÍO GRANDE,"6,570500","-75,407100",2473,"¿Cómo se califica RÍO GRANDE; SANTA ROSA DE OSOS; ANTIOQUIA; 6,570500; -75,407100 ; 2473; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
MAGDALENA,REMOLINO,REMOLINO,"10,704590","-74,750440",15505,"¿Cómo se califica REMOLINO; REMOLINO; MAGDALENA; 10,704590; -74,750440 ; 15505; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,TOCANCIPÁ,LAS QUINTAS,"4,942930","-73,959590",11611,"¿Cómo se califica LAS QUINTAS; TOCANCIPÁ; CUNDINAMARCA; 4,942930; -73,959590 ; 11611; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,TARAZÁ,PIEDRAS,"7,568070","-75,382450",6621,"¿Cómo se califica PIEDRAS; TARAZÁ; ANTIOQUIA; 7,568070; -75,382450 ; 6621; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,VALDIVIA,PUERTO RAUDAL,"7,399800","-75,306900",6148,"¿Cómo se califica PUERTO RAUDAL; VALDIVIA; ANTIOQUIA; 7,399800; -75,306900 ; 6148; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAN CARLOS,CIENAGUITA,"8,631010","-75,764010",8562,"¿Cómo se califica CIENAGUITA; SAN CARLOS; CÓRDOBA; 8,631010; -75,764010 ; 8562; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,TUBARÁ,CUATRO BOCAS,"10,967860","-74,956130",14582,"¿Cómo se califica CUATRO BOCAS; TUBARÁ; ATLÁNTICO; 10,967860; -74,956130 ; 14582; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,VALDIVIA,PUERTO VALDIVIA,"7,326620","-75,358900",6032,"¿Cómo se califica PUERTO VALDIVIA; VALDIVIA; ANTIOQUIA; 7,326620; -75,358900 ; 6032; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SANTA ROSA DE OSOS,SANTA ROSA DE OSOS,"6,726230","-75,486190",2989,"¿Cómo se califica SANTA ROSA DE OSOS; SANTA ROSA DE OSOS; ANTIOQUIA; 6,726230; -75,486190 ; 2989; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,KILÓMETRO 32,"8,706000","-75,496990",9099,"¿Cómo se califica KILÓMETRO 32; SAHAGÚN; CÓRDOBA; 8,706000; -75,496990 ; 9099; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,TUBARÁ,TUBARÁ,"10,873520","-74,978620",17097,"¿Cómo se califica TUBARÁ; TUBARÁ; ATLÁNTICO; 10,873520; -74,978620 ; 17097; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,YARUMAL,YARUMAL,"6,970430","-75,428890",3833,"¿Cómo se califica YARUMAL; YARUMAL; ANTIOQUIA; 6,970430; -75,428890 ; 3833; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,VEGACHÍ,EL TIGRE,"6,900390","-74,767440",7903,"¿Cómo se califica EL TIGRE; VEGACHÍ; ANTIOQUIA; 6,900390; -74,767440 ; 7903; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,TARAZÁ,EL DOCE,"7,485710","-75,332970",6564,"¿Cómo se califica EL DOCE; TARAZÁ; ANTIOQUIA; 7,485710; -75,332970 ; 6564; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,TUBARÁ,JUARUCO,"10,966520","-74,972240",14600,"¿Cómo se califica JUARUCO; TUBARÁ; ATLÁNTICO; 10,966520; -74,972240 ; 14600; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,TARAZÁ,TARAZÁ,"7,595490","-75,377070",6727,"¿Cómo se califica TARAZÁ; TARAZÁ; ANTIOQUIA; 7,595490; -75,377070 ; 6727; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,SAN FRANCISCO,SAN FRANCISCO,"4,940910","-74,308970",8063,"¿Cómo se califica SAN FRANCISCO; SAN FRANCISCO; CUNDINAMARCA; 4,940910; -74,308970 ; 8063; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,VALDIVIA,PUERTO VALDIVIA,"7,326620","-75,358900",5900,"¿Cómo se califica PUERTO VALDIVIA; VALDIVIA; ANTIOQUIA; 7,326620; -75,358900 ; 5900; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,YARUMAL,YARUMAL,"6,970430","-75,428890",3701,"¿Cómo se califica YARUMAL; YARUMAL; ANTIOQUIA; 6,970430; -75,428890 ; 3701; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SINCELEJO,POLICARPA,"9,276270","-75,371320",10431,"¿Cómo se califica POLICARPA; SINCELEJO; SUCRE; 9,276270; -75,371320 ; 10431; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATÉ,VILLA DE SAN DIEGO DE UBATÉ,"5,308220","-73,804950",13021,"¿Cómo se califica VILLA DE SAN DIEGO DE UBATÉ; VILLA DE SAN DIEGO DE UBATÉ; CUNDINAMARCA; 5,308220; -73,804950 ; 13021; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,NUEVA ESPERANZA,"9,004420","-75,456410",11833,"¿Cómo se califica NUEVA ESPERANZA; SAHAGÚN; CÓRDOBA; 9,004420; -75,456410 ; 11833; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,TUBARÁ,VILLAS DE PALMARITO,"10,887970","-75,060700",14798,"¿Cómo se califica VILLAS DE PALMARITO; TUBARÁ; ATLÁNTICO; 10,887970; -75,060700 ; 14798; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,TULUÁ,CAMPOALEGRE,"4,053030","-76,202020",1088,"¿Cómo se califica CAMPOALEGRE; TULUÁ; VALLE DEL CAUCA; 4,053030; -76,202020 ; 1088; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SAN LUIS,SAN LUIS,"6,008650","-74,952300",3342,"¿Cómo se califica SAN LUIS; SAN LUIS; ANTIOQUIA; 6,008650; -74,952300 ; 3342; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SAMPUÉS,PIEDRAS BLANCAS,"9,165940","-75,393030",10150,"¿Cómo se califica PIEDRAS BLANCAS; SAMPUÉS; SUCRE; 9,165940; -75,393030 ; 10150; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MADRID,CHAUTA,"4,822270","-74,233530",8594,"¿Cómo se califica CHAUTA; MADRID; CUNDINAMARCA; 4,822270; -74,233530 ; 8594; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,YARUMAL,EL CEDRO,"7,230830","-75,407210",5435,"¿Cómo se califica EL CEDRO; YARUMAL; ANTIOQUIA; 7,230830; -75,407210 ; 5435; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATÉ,PALOGORDO,"5,337460","-73,795420",13107,"¿Cómo se califica PALOGORDO; VILLA DE SAN DIEGO DE UBATÉ; CUNDINAMARCA; 5,337460; -73,795420 ; 13107; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SAN FRANCISCO,PAILANIA,"6,006500","-75,091300",2693,"¿Cómo se califica PAILANIA; SAN FRANCISCO; ANTIOQUIA; 6,006500; -75,091300 ; 2693; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,VILLETA,EL PUENTE,"5,026890","-74,506880",2803,"¿Cómo se califica EL PUENTE; VILLETA; CUNDINAMARCA; 5,026890; -74,506880 ; 2803; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,ZARZAL,QUEBRADANUEVA,"4,371160","-75,950720",1892,"¿Cómo se califica QUEBRADANUEVA; ZARZAL; VALLE DEL CAUCA; 4,371160; -75,950720 ; 1892; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,SEVILLA,BUENOS AIRES,"4,408810","-75,886220",2083,"¿Cómo se califica BUENOS AIRES; SEVILLA; VALLE DEL CAUCA; 4,408810; -75,886220 ; 2083; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,SANTO TOMÁS,SANTO TOMÁS,"10,773690","-74,764300",13537,"¿Cómo se califica SANTO TOMÁS; SANTO TOMÁS; ATLÁNTICO; 10,773690; -74,764300 ; 13537; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
QUINDÍO,ARMENIA,"CONDOMINIOS LAS VEGAS, IRAKA Y LAGOS DE IRAKA","4,470850","-75,756520",2443,"¿Cómo se califica CONDOMINIOS LAS VEGAS, IRAKA Y LAGOS DE IRAKA; ARMENIA; QUINDÍO; 4,470850; -75,756520 ; 2443; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,TOCANCIPÁ,DULCINEA,"4,951810","-73,931750",11673,"¿Cómo se califica DULCINEA; TOCANCIPÁ; CUNDINAMARCA; 4,951810; -73,931750 ; 11673; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,VILLETA,EL PUENTE,"5,026000","-74,505860",6799,"¿Cómo se califica EL PUENTE; VILLETA; CUNDINAMARCA; 5,026000; -74,505860 ; 6799; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
MAGDALENA,SITIONUEVO,PALERMO,"10,984410","-74,775990",14120,"¿Cómo se califica PALERMO; SITIONUEVO; MAGDALENA; 10,984410; -74,775990 ; 14120; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,YARUMAL,EL CEDRO,"7,230830","-75,407210",5303,"¿Cómo se califica EL CEDRO; YARUMAL; ANTIOQUIA; 7,230830; -75,407210 ; 5303; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,ZIPAQUIRÁ,MALAGÓN,"5,028910","-73,973610",11937,"¿Cómo se califica MALAGÓN; ZIPAQUIRÁ; CUNDINAMARCA; 5,028910; -73,973610 ; 11937; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SINCELEJO,LA GALLERA,"9,247070","-75,411020",12441,"¿Cómo se califica LA GALLERA; SINCELEJO; SUCRE; 9,247070; -75,411020 ; 12441; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SAMPUÉS,ACHIOTE ARRIBA,"9,178330","-75,391920",10164,"¿Cómo se califica ACHIOTE ARRIBA; SAMPUÉS; SUCRE; 9,178330; -75,391920 ; 10164; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SAMPUÉS,MATEO PÉREZ,"9,202210","-75,398480",10231,"¿Cómo se califica MATEO PÉREZ; SAMPUÉS; SUCRE; 9,202210; -75,398480 ; 10231; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SEGOVIA,CAMPO ALEGRE,"7,103770","-74,758390",8234,"¿Cómo se califica CAMPO ALEGRE; SEGOVIA; ANTIOQUIA; 7,103770; -74,758390 ; 8234; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,ZARAGOZA,EL CENIZO,"7,394850","-74,859430",8734,"¿Cómo se califica EL CENIZO; ZARAGOZA; ANTIOQUIA; 7,394850; -74,859430 ; 8734; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,TOCANCIPÁ,LOS MANZANOS,"4,959500","-73,912430",11691,"¿Cómo se califica LOS MANZANOS; TOCANCIPÁ; CUNDINAMARCA; 4,959500; -73,912430 ; 11691; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,ZARZAL,LIMONES,"4,351630","-76,031270",1744,"¿Cómo se califica LIMONES; ZARZAL; VALLE DEL CAUCA; 4,351630; -76,031270 ; 1744; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,YOLOMBÓ,LA FLORESTA,"6,623300","-74,795620",7510,"¿Cómo se califica LA FLORESTA; YOLOMBÓ; ANTIOQUIA; 6,623300; -74,795620 ; 7510; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,SOPÓ,HATOGRANDE,"4,936950","-73,982430",11572,"¿Cómo se califica HATOGRANDE; SOPÓ; CUNDINAMARCA; 4,936950; -73,982430 ; 11572; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,TUBARÁ,CUATRO BOCAS,"10,896910","-74,959280",16928,"¿Cómo se califica CUATRO BOCAS; TUBARÁ; ATLÁNTICO; 10,896910; -74,959280 ; 16928; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,TUBARÁ,NUEVA ESPERANZA,"10,891550","-75,048880",14778,"¿Cómo se califica NUEVA ESPERANZA; TUBARÁ; ATLÁNTICO; 10,891550; -75,048880 ; 14778; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATÉ,GUATANCUY,"5,372820","-73,778030",13201,"¿Cómo se califica GUATANCUY; VILLA DE SAN DIEGO DE UBATÉ; CUNDINAMARCA; 5,372820; -73,778030 ; 13201; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,ZARAGOZA,EL CRISTO,"7,293090","-74,836870",8551,"¿Cómo se califica EL CRISTO; ZARAGOZA; ANTIOQUIA; 7,293090; -74,836870 ; 8551; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,VILLETA,BAGAZAL,"4,992640","-74,470780",2448,"¿Cómo se califica BAGAZAL; VILLETA; CUNDINAMARCA; 4,992640; -74,470780 ; 2448; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,TULUÁ,CIENEGUETA,"4,066060","-76,180600",1134,"¿Cómo se califica CIENEGUETA; TULUÁ; VALLE DEL CAUCA; 4,066060; -76,180600 ; 1134; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,ZARAGOZA,ZARAGOZA,"7,564660","-74,881060",9042,"¿Cómo se califica ZARAGOZA; ZARAGOZA; ANTIOQUIA; 7,564660; -74,881060 ; 9042; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,VALDIVIA,VALDIVIA,"7,220850","-75,412950",5251,"¿Cómo se califica VALDIVIA; VALDIVIA; ANTIOQUIA; 7,220850; -75,412950 ; 5251; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,ZIPAQUIRÁ,LA MARIELA,"5,021210","-73,967810",11902,"¿Cómo se califica LA MARIELA; ZIPAQUIRÁ; CUNDINAMARCA; 5,021210; -73,967810 ; 11902; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,TULUÁ,LA COLINA,"4,113610","-76,175210",1257,"¿Cómo se califica LA COLINA; TULUÁ; VALLE DEL CAUCA; 4,113610; -76,175210 ; 1257; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,MONTERÍA,EL CERRITO,"8,711080","-75,831390",8651,"¿Cómo se califica EL CERRITO; MONTERÍA; CÓRDOBA; 8,711080; -75,831390 ; 8651; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
